insert	id	family	superfamily	suborder	class	problem
FBti0019219	X	X-element	non-LTR	non-LTR	RNA	0
FBti0019261	X	X-element	non-LTR	non-LTR	RNA	0
FBti0019316	X	X-element	non-LTR	non-LTR	RNA	0
FBti0019324	X	X-element	non-LTR	non-LTR	RNA	0
FBti0019632	X	X-element	non-LTR	non-LTR	RNA	0
FBti0019743	X	X-element	non-LTR	non-LTR	RNA	0
FBti0019783	X	X-element	non-LTR	non-LTR	RNA	0
FBti0020035	X	X-element	non-LTR	non-LTR	RNA	0
FBti0020089	X	X-element	non-LTR	non-LTR	RNA	0
FBti0020107	X	X-element	non-LTR	non-LTR	RNA	0
FBti0020122	X	X-element	non-LTR	non-LTR	RNA	0
FBti0020214	X	X-element	non-LTR	non-LTR	RNA	0
FBti0020278	X	X-element	non-LTR	non-LTR	RNA	0
FBti0020284	X	X-element	non-LTR	non-LTR	RNA	0
FBti0059658	X	X-element	non-LTR	non-LTR	RNA	0
FBti0059667	X	X-element	non-LTR	non-LTR	RNA	0
FBti0059690	X	X-element	non-LTR	non-LTR	RNA	0
FBti0059797	X	X-element	non-LTR	non-LTR	RNA	0
FBti0059940	X	X-element	non-LTR	non-LTR	RNA	0
FBti0059941	X	X-element	non-LTR	non-LTR	RNA	0
FBti0059998	X	X-element	non-LTR	non-LTR	RNA	0
FBti0060649	X	X-element	non-LTR	non-LTR	RNA	0
FBti0060851	X	X-element	non-LTR	non-LTR	RNA	0
FBti0060852	X	X-element	non-LTR	non-LTR	RNA	0
FBti0061053	X	X-element	non-LTR	non-LTR	RNA	0
FBti0061061	X	X-element	non-LTR	non-LTR	RNA	0
FBti0061199	X	X-element	non-LTR	non-LTR	RNA	0
FBti0061200	X	X-element	non-LTR	non-LTR	RNA	0
FBti0061582	X	X-element	non-LTR	non-LTR	RNA	0
FBti0061811	X	X-element	non-LTR	non-LTR	RNA	0
FBti0062045	X	X-element	non-LTR	non-LTR	RNA	0
FBti0062092	X	X-element	non-LTR	non-LTR	RNA	0
FBti0062115	X	X-element	non-LTR	non-LTR	RNA	0
FBti0062254	X	X-element	non-LTR	non-LTR	RNA	0
FBti0062301	X	X-element	non-LTR	non-LTR	RNA	0
FBti0062428	X	X-element	non-LTR	non-LTR	RNA	0
FBti0062554	X	X-element	non-LTR	non-LTR	RNA	0
FBti0062698	X	X-element	non-LTR	non-LTR	RNA	0
FBti0062699	X	X-element	non-LTR	non-LTR	RNA	0
FBti0062731	X	X-element	non-LTR	non-LTR	RNA	0
FBti0063223	X	X-element	non-LTR	non-LTR	RNA	0
FBti0063553	X	X-element	non-LTR	non-LTR	RNA	0
FBti0063868	X	X-element	non-LTR	non-LTR	RNA	0
FBti0063917	X	X-element	non-LTR	non-LTR	RNA	0
FBti0063919	X	X-element	non-LTR	non-LTR	RNA	0
FBti0064075	X	X-element	non-LTR	non-LTR	RNA	0
FBti0064118	X	X-element	non-LTR	non-LTR	RNA	0
ROXELEMENT	X-element	X-element	non-LTR	non-LTR	RNA	0
FBti0131273	Xanthias	Xanthias	LTR	LTR	RNA	0
DMZAM	ZAM	ZAM	LTR	LTR	RNA	0
FBti0059934	ZAM	ZAM	LTR	LTR	RNA	0
FBti0060162	ZAM	ZAM	LTR	LTR	RNA	0
FBti0062728	ZAM	ZAM	LTR	LTR	RNA	0
FBti0063276	ZAM	ZAM	LTR	LTR	RNA	0
ACCORD	accord	accord	LTR	LTR	RNA	0
FBti0018951	accord	accord	LTR	LTR	RNA	0
FBti0060079	accord	accord	LTR	LTR	RNA	0
FBti0061049	accord	accord	LTR	LTR	RNA	0
FBti0019900	accord2	accord	LTR	LTR	RNA	0
FBti0059921	accord2	accord	LTR	LTR	RNA	0
FBti0060054	accord2	accord	LTR	LTR	RNA	0
FBti0060055	accord2	accord	LTR	LTR	RNA	0
FBti0060057	accord2	accord	LTR	LTR	RNA	0
FBti0063095	accord2	accord	LTR	LTR	RNA	0
FBti0063259	accord2	accord	LTR	LTR	RNA	0
QBERT	accord2	accord	LTR	LTR	RNA	0
FBti0020269	aurora	aurora-element	LTR	LTR	RNA	0
DMAURA	aurora-element	aurora-element	LTR	LTR	RNA	0
BAGGINS	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0018954	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0018955	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0018956	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0018957	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0019221	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0019530	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0019924	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0019926	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0019927	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0019928	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0019929	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0020395	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0059654	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0059675	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0059676	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0059867	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0059873	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0060488	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0060644	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0060645	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0060646	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0060647	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0060658	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0060661	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0060666	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0060667	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0060668	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0060872	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0060974	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0061578	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0061820	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0063147	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0063148	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0063151	baggins	baggins	non-LTR	non-LTR	RNA	0
FBti0063759	baggins	baggins	non-LTR	non-LTR	RNA	0
BLOOD	blood	blood	LTR	LTR	RNA	0
FBti0018965	blood	blood	LTR	LTR	RNA	0
FBti0018966	blood	blood	LTR	LTR	RNA	0
FBti0019096	blood	blood	LTR	LTR	RNA	0
FBti0019102	blood	blood	LTR	LTR	RNA	0
FBti0019106	blood	blood	LTR	LTR	RNA	0
FBti0019145	blood	blood	LTR	LTR	RNA	0
FBti0019152	blood	blood	LTR	LTR	RNA	0
FBti0019163	blood	blood	LTR	LTR	RNA	0
FBti0019179	blood	blood	LTR	LTR	RNA	0
FBti0019210	blood	blood	LTR	LTR	RNA	0
FBti0019214	blood	blood	LTR	LTR	RNA	0
FBti0019224	blood	blood	LTR	LTR	RNA	0
FBti0019384	blood	blood	LTR	LTR	RNA	0
FBti0019391	blood	blood	LTR	LTR	RNA	0
FBti0019403	blood	blood	LTR	LTR	RNA	0
FBti0019465	blood	blood	LTR	LTR	RNA	0
FBti0019471	blood	blood	LTR	LTR	RNA	0
FBti0019690	blood	blood	LTR	LTR	RNA	0
FBti0019773	blood	blood	LTR	LTR	RNA	0
FBti0020070	blood	blood	LTR	LTR	RNA	0
FBti0020203	blood	blood	LTR	LTR	RNA	0
FBti0020205	blood	blood	LTR	LTR	RNA	0
FBti0060499	blood	blood	LTR	LTR	RNA	0
FBti0060550	blood	blood	LTR	LTR	RNA	0
FBti0063268	blood	blood	LTR	LTR	RNA	0
DMCOPIA	copia	copia	LTR	LTR	RNA	0
FBti0018967	copia	copia	LTR	LTR	RNA	0
FBti0018968	copia	copia	LTR	LTR	RNA	0
FBti0018969	copia	copia	LTR	LTR	RNA	0
FBti0018970	copia	copia	LTR	LTR	RNA	0
FBti0019050	copia	copia	LTR	LTR	RNA	0
FBti0019059	copia	copia	LTR	LTR	RNA	0
FBti0019110	copia	copia	LTR	LTR	RNA	0
FBti0019113	copia	copia	LTR	LTR	RNA	0
FBti0019117	copia	copia	LTR	LTR	RNA	0
FBti0019136	copia	copia	LTR	LTR	RNA	0
FBti0019151	copia	copia	LTR	LTR	RNA	0
FBti0019176	copia	copia	LTR	LTR	RNA	0
FBti0019183	copia	copia	LTR	LTR	RNA	0
FBti0019193	copia	copia	LTR	LTR	RNA	0
FBti0019250	copia	copia	LTR	LTR	RNA	0
FBti0019364	copia	copia	LTR	LTR	RNA	0
FBti0019405	copia	copia	LTR	LTR	RNA	0
FBti0019468	copia	copia	LTR	LTR	RNA	0
FBti0019469	copia	copia	LTR	LTR	RNA	0
FBti0019568	copia	copia	LTR	LTR	RNA	0
FBti0019586	copia	copia	LTR	LTR	RNA	0
FBti0019792	copia	copia	LTR	LTR	RNA	0
FBti0019822	copia	copia	LTR	LTR	RNA	0
FBti0020021	copia	copia	LTR	LTR	RNA	0
FBti0020031	copia	copia	LTR	LTR	RNA	0
FBti0020099	copia	copia	LTR	LTR	RNA	0
FBti0020108	copia	copia	LTR	LTR	RNA	0
FBti0020127	copia	copia	LTR	LTR	RNA	0
FBti0059745	copia	copia	LTR	LTR	RNA	0
FBti0060084	copia	copia	LTR	LTR	RNA	0
FBti0060309	copia	copia	LTR	LTR	RNA	0
FBti0060311	copia	copia	LTR	LTR	RNA	0
FBti0062096	copia	copia	LTR	LTR	RNA	0
FBti0063913	copia	copia	LTR	LTR	RNA	0
FBti0064246	copia	copia	LTR	LTR	RNA	0
FBti0018971	diver	diver	LTR	LTR	RNA	0
FBti0018972	diver	diver	LTR	LTR	RNA	0
FBti0018973	diver	diver	LTR	LTR	RNA	0
FBti0019049	diver	diver	LTR	LTR	RNA	0
FBti0019129	diver	diver	LTR	LTR	RNA	0
FBti0019307	diver	diver	LTR	LTR	RNA	0
FBti0019387	diver	diver	LTR	LTR	RNA	0
FBti0019467	diver	diver	LTR	LTR	RNA	0
FBti0020037	diver	diver	LTR	LTR	RNA	0
FBti0062691	diver	diver	LTR	LTR	RNA	0
FBti0064228	diver	diver	LTR	LTR	RNA	0
Tinker	diver	diver	LTR	LTR	RNA	0
DIVER2	diver2	diver	LTR	LTR	RNA	0
FBti0019251	diver2	diver	LTR	LTR	RNA	0
FBti0019882	diver2	diver	LTR	LTR	RNA	0
FBti0019935	diver2	diver	LTR	LTR	RNA	0
FBti0059693	diver2	diver	LTR	LTR	RNA	0
FBti0059776	diver2	diver	LTR	LTR	RNA	0
FBti0059780	diver2	diver	LTR	LTR	RNA	0
FBti0059900	diver2	diver	LTR	LTR	RNA	0
FBti0059902	diver2	diver	LTR	LTR	RNA	0
FBti0059904	diver2	diver	LTR	LTR	RNA	0
FBti0059976	diver2	diver	LTR	LTR	RNA	0
FBti0060131	diver2	diver	LTR	LTR	RNA	0
FBti0060356	diver2	diver	LTR	LTR	RNA	0
FBti0060706	diver2	diver	LTR	LTR	RNA	0
FBti0060707	diver2	diver	LTR	LTR	RNA	0
FBti0060708	diver2	diver	LTR	LTR	RNA	0
FBti0060716	diver2	diver	LTR	LTR	RNA	0
FBti0060795	diver2	diver	LTR	LTR	RNA	0
FBti0060796	diver2	diver	LTR	LTR	RNA	0
FBti0060916	diver2	diver	LTR	LTR	RNA	0
FBti0060945	diver2	diver	LTR	LTR	RNA	0
FBti0061000	diver2	diver	LTR	LTR	RNA	0
FBti0061003	diver2	diver	LTR	LTR	RNA	0
FBti0061006	diver2	diver	LTR	LTR	RNA	0
FBti0061106	diver2	diver	LTR	LTR	RNA	0
FBti0061107	diver2	diver	LTR	LTR	RNA	0
FBti0061108	diver2	diver	LTR	LTR	RNA	0
FBti0061791	diver2	diver	LTR	LTR	RNA	0
FBti0061843	diver2	diver	LTR	LTR	RNA	0
FBti0061862	diver2	diver	LTR	LTR	RNA	0
FBti0061872	diver2	diver	LTR	LTR	RNA	0
FBti0061874	diver2	diver	LTR	LTR	RNA	0
FBti0061875	diver2	diver	LTR	LTR	RNA	0
FBti0062093	diver2	diver	LTR	LTR	RNA	0
FBti0062445	diver2	diver	LTR	LTR	RNA	0
FBti0062447	diver2	diver	LTR	LTR	RNA	0
FBti0062450	diver2	diver	LTR	LTR	RNA	0
FBti0062453	diver2	diver	LTR	LTR	RNA	0
FBti0062461	diver2	diver	LTR	LTR	RNA	0
FBti0062676	diver2	diver	LTR	LTR	RNA	0
FBti0062945	diver2	diver	LTR	LTR	RNA	0
FBti0062946	diver2	diver	LTR	LTR	RNA	0
FBti0063064	diver2	diver	LTR	LTR	RNA	0
FBti0063188	diver2	diver	LTR	LTR	RNA	0
FBti0063301	diver2	diver	LTR	LTR	RNA	0
FBti0063308	diver2	diver	LTR	LTR	RNA	0
FBti0063311	diver2	diver	LTR	LTR	RNA	0
FBti0063767	diver2	diver	LTR	LTR	RNA	0
DMBLPP	flea	flea	LTR	LTR	RNA	0
FBti0018958	flea	flea	LTR	LTR	RNA	0
FBti0018959	flea	flea	LTR	LTR	RNA	0
FBti0018960	flea	flea	LTR	LTR	RNA	0
FBti0018961	flea	flea	LTR	LTR	RNA	0
FBti0018962	flea	flea	LTR	LTR	RNA	0
FBti0018963	flea	flea	LTR	LTR	RNA	0
FBti0018964	flea	flea	LTR	LTR	RNA	0
FBti0019073	flea	flea	LTR	LTR	RNA	0
FBti0019077	flea	flea	LTR	LTR	RNA	0
FBti0019207	flea	flea	LTR	LTR	RNA	0
FBti0019212	flea	flea	LTR	LTR	RNA	0
FBti0019348	flea	flea	LTR	LTR	RNA	0
FBti0019425	flea	flea	LTR	LTR	RNA	0
FBti0019522	flea	flea	LTR	LTR	RNA	0
FBti0019621	flea	flea	LTR	LTR	RNA	0
FBti0019633	flea	flea	LTR	LTR	RNA	0
FBti0020185	flea	flea	LTR	LTR	RNA	0
FBti0060059	flea	flea	LTR	LTR	RNA	0
FBti0060341	flea	flea	LTR	LTR	RNA	0
FBti0060475	flea	flea	LTR	LTR	RNA	0
FBti0060487	flea	flea	LTR	LTR	RNA	0
FBti0060637	flea	flea	LTR	LTR	RNA	0
FBti0061271	flea	flea	LTR	LTR	RNA	0
FBti0061358	flea	flea	LTR	LTR	RNA	0
FBti0061790	flea	flea	LTR	LTR	RNA	0
FBti0061793	flea	flea	LTR	LTR	RNA	0
FBti0062211	flea	flea	LTR	LTR	RNA	0
FBti0063234	flea	flea	LTR	LTR	RNA	0
FBti0063589	flea	flea	LTR	LTR	RNA	0
FBti0019258	frogger	frogger	LTR	LTR	RNA	0
FBti0060366	frogger	frogger	LTR	LTR	RNA	0
FROGGER	frogger	frogger	LTR	LTR	RNA	0
FBti0019538	gtwin	gtwin	LTR	LTR	RNA	0
FBti0019702	gtwin	gtwin	LTR	LTR	RNA	0
FBti0020239	gtwin	gtwin	LTR	LTR	RNA	0
FBti0020242	gtwin	gtwin	LTR	LTR	RNA	0
FBti0059747	gtwin	gtwin	LTR	LTR	RNA	0
FBti0059803	gtwin	gtwin	LTR	LTR	RNA	0
FBti0059841	gtwin	gtwin	LTR	LTR	RNA	0
FBti0059907	gtwin	gtwin	LTR	LTR	RNA	0
FBti0060633	gtwin	gtwin	LTR	LTR	RNA	0
FBti0060641	gtwin	gtwin	LTR	LTR	RNA	0
FBti0060873	gtwin	gtwin	LTR	LTR	RNA	0
FBti0061796	gtwin	gtwin	LTR	LTR	RNA	0
FBti0062532	gtwin	gtwin	LTR	LTR	RNA	0
FBti0062622	gtwin	gtwin	LTR	LTR	RNA	0
FBti0062757	gtwin	gtwin	LTR	LTR	RNA	0
FBti0062893	gtwin	gtwin	LTR	LTR	RNA	0
FBti0063536	gtwin	gtwin	LTR	LTR	RNA	0
FBti0064140	gtwin	gtwin	LTR	LTR	RNA	0
FBti0064142	gtwin	gtwin	LTR	LTR	RNA	0
GTWIN	gtwin	gtwin	LTR	LTR	RNA	0
DMGYPF1A	gypsy	gypsy	LTR	LTR	RNA	0
FBti0019103	gypsy	gypsy	LTR	LTR	RNA	0
FBti0019898	gypsy	gypsy	LTR	LTR	RNA	0
FBti0059938	gypsy	gypsy	LTR	LTR	RNA	0
FBti0060179	gypsy	gypsy	LTR	LTR	RNA	0
FBti0060418	gypsy	gypsy	LTR	LTR	RNA	0
FBti0060874	gypsy	gypsy	LTR	LTR	RNA	0
FBti0061577	gypsy	gypsy	LTR	LTR	RNA	0
FBti0061757	gypsy	gypsy	LTR	LTR	RNA	0
FBti0061859	gypsy	gypsy	LTR	LTR	RNA	0
FBti0062212	gypsy	gypsy	LTR	LTR	RNA	0
FBti0062558	gypsy	gypsy	LTR	LTR	RNA	0
FBti0062646	gypsy	gypsy	LTR	LTR	RNA	0
FBti0062702	gypsy	gypsy	LTR	LTR	RNA	0
FBti0062705	gypsy	gypsy	LTR	LTR	RNA	0
FBti0062758	gypsy	gypsy	LTR	LTR	RNA	0
FBti0064131	gypsy	gypsy	LTR	LTR	RNA	0
FBti0064217	gypsy	gypsy	LTR	LTR	RNA	0
FBti0064218	gypsy	gypsy	LTR	LTR	RNA	0
FBti0059927	gypsy10	gypsy	LTR	LTR	RNA	0
FBti0061159	gypsy10	gypsy	LTR	LTR	RNA	0
FBti0061160	gypsy10	gypsy	LTR	LTR	RNA	0
FBti0061161	gypsy10	gypsy	LTR	LTR	RNA	0
FBti0062667	gypsy10	gypsy	LTR	LTR	RNA	0
FBti0063264	gypsy10	gypsy	LTR	LTR	RNA	0
FBti0063265	gypsy10	gypsy	LTR	LTR	RNA	0
GYPSY10	gypsy10	gypsy	LTR	LTR	RNA	0
FBti0019270	gypsy11	gypsy	LTR	LTR	RNA	0
FBti0060295	gypsy11	gypsy	LTR	LTR	RNA	0
FBti0060924	gypsy11	gypsy	LTR	LTR	RNA	0
FBti0061044	gypsy11	gypsy	LTR	LTR	RNA	0
FBti0061045	gypsy11	gypsy	LTR	LTR	RNA	0
GYPSY11	gypsy11	gypsy	LTR	LTR	RNA	0
FBti0059893	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0059894	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0059971	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0059972	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0059973	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0060274	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0060275	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0060464	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0060690	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0060923	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0060988	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0060989	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0060993	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0061005	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0061096	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0061367	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0061486	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0061766	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0061769	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0061772	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0061774	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0061781	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0061831	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0061833	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0061836	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0061839	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0062879	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0062929	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063041	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063047	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063048	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063049	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063050	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063051	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063052	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063053	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063079	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063080	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063166	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063176	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063178	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063191	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063519	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063559	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063561	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063618	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063675	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0063729	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0064159	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0064190	gypsy12	gypsy	LTR	LTR	RNA	0
GYPSY12	gypsy12	gypsy	LTR	LTR	RNA	0
FBti0019707	gypsy2	gypsy	LTR	LTR	RNA	0
FBti0020147	gypsy2	gypsy	LTR	LTR	RNA	0
FBti0020264	gypsy2	gypsy	LTR	LTR	RNA	0
FBti0061032	gypsy2	gypsy	LTR	LTR	RNA	0
FBti0061033	gypsy2	gypsy	LTR	LTR	RNA	0
FBti0062362	gypsy2	gypsy	LTR	LTR	RNA	0
FBti0062615	gypsy2	gypsy	LTR	LTR	RNA	0
FBti0062654	gypsy2	gypsy	LTR	LTR	RNA	0
FBti0062672	gypsy2	gypsy	LTR	LTR	RNA	0
FBti0063252	gypsy2	gypsy	LTR	LTR	RNA	0
FBti0063255	gypsy2	gypsy	LTR	LTR	RNA	0
FBti0063354	gypsy2	gypsy	LTR	LTR	RNA	0
GYPSY2	gypsy2	gypsy	LTR	LTR	RNA	0
FBti0020316	gypsy3	gypsy	LTR	LTR	RNA	0
FBti0059760	gypsy3	gypsy	LTR	LTR	RNA	0
FBti0059928	gypsy3	gypsy	LTR	LTR	RNA	0
FBti0059929	gypsy3	gypsy	LTR	LTR	RNA	0
FBti0059930	gypsy3	gypsy	LTR	LTR	RNA	0
FBti0060078	gypsy3	gypsy	LTR	LTR	RNA	0
FBti0060160	gypsy3	gypsy	LTR	LTR	RNA	0
FBti0061176	gypsy3	gypsy	LTR	LTR	RNA	0
FBti0061400	gypsy3	gypsy	LTR	LTR	RNA	0
FBti0062288	gypsy3	gypsy	LTR	LTR	RNA	0
FBti0062365	gypsy3	gypsy	LTR	LTR	RNA	0
FBti0062545	gypsy3	gypsy	LTR	LTR	RNA	0
FBti0062950	gypsy3	gypsy	LTR	LTR	RNA	0
FBti0063266	gypsy3	gypsy	LTR	LTR	RNA	0
FBti0063364	gypsy3	gypsy	LTR	LTR	RNA	0
GYPSY3	gypsy3	gypsy	LTR	LTR	RNA	0
FBti0019254	gypsy4	gypsy	LTR	LTR	RNA	0
FBti0019284	gypsy4	gypsy	LTR	LTR	RNA	0
FBti0059992	gypsy4	gypsy	LTR	LTR	RNA	0
FBti0060414	gypsy4	gypsy	LTR	LTR	RNA	0
FBti0060722	gypsy4	gypsy	LTR	LTR	RNA	0
FBti0060829	gypsy4	gypsy	LTR	LTR	RNA	0
FBti0061008	gypsy4	gypsy	LTR	LTR	RNA	0
FBti0061009	gypsy4	gypsy	LTR	LTR	RNA	0
FBti0062483	gypsy4	gypsy	LTR	LTR	RNA	0
FBti0062484	gypsy4	gypsy	LTR	LTR	RNA	0
FBti0062931	gypsy4	gypsy	LTR	LTR	RNA	0
FBti0063315	gypsy4	gypsy	LTR	LTR	RNA	0
FBti0063317	gypsy4	gypsy	LTR	LTR	RNA	0
FBti0063523	gypsy4	gypsy	LTR	LTR	RNA	0
FBti0063801	gypsy4	gypsy	LTR	LTR	RNA	0
GYPSY4	gypsy4	gypsy	LTR	LTR	RNA	0
FBti0019622	gypsy5	gypsy	LTR	LTR	RNA	0
FBti0020117	gypsy5	gypsy	LTR	LTR	RNA	0
FBti0059932	gypsy5	gypsy	LTR	LTR	RNA	0
FBti0059933	gypsy5	gypsy	LTR	LTR	RNA	0
FBti0060080	gypsy5	gypsy	LTR	LTR	RNA	0
FBti0060081	gypsy5	gypsy	LTR	LTR	RNA	0
FBti0060728	gypsy5	gypsy	LTR	LTR	RNA	0
FBti0060729	gypsy5	gypsy	LTR	LTR	RNA	0
FBti0060912	gypsy5	gypsy	LTR	LTR	RNA	0
FBti0062291	gypsy5	gypsy	LTR	LTR	RNA	0
GYPSY5	gypsy5	gypsy	LTR	LTR	RNA	0
FBti0019259	gypsy6	gypsy	LTR	LTR	RNA	0
FBti0060694	gypsy6	gypsy	LTR	LTR	RNA	0
FBti0060695	gypsy6	gypsy	LTR	LTR	RNA	0
FBti0060696	gypsy6	gypsy	LTR	LTR	RNA	0
FBti0060697	gypsy6	gypsy	LTR	LTR	RNA	0
FBti0060709	gypsy6	gypsy	LTR	LTR	RNA	0
FBti0060710	gypsy6	gypsy	LTR	LTR	RNA	0
FBti0061013	gypsy6	gypsy	LTR	LTR	RNA	0
FBti0061803	gypsy6	gypsy	LTR	LTR	RNA	0
FBti0061926	gypsy6	gypsy	LTR	LTR	RNA	0
FBti0062061	gypsy6	gypsy	LTR	LTR	RNA	0
FBti0062491	gypsy6	gypsy	LTR	LTR	RNA	0
FBti0062932	gypsy6	gypsy	LTR	LTR	RNA	0
FBti0063091	gypsy6	gypsy	LTR	LTR	RNA	0
FBti0063330	gypsy6	gypsy	LTR	LTR	RNA	0
GYPSY6	gypsy6	gypsy	LTR	LTR	RNA	0
FBti0061173	gypsy7	gypsy	LTR	LTR	RNA	0
FBti0062479	gypsy7	gypsy	LTR	LTR	RNA	0
FBti0062658	gypsy7	gypsy	LTR	LTR	RNA	0
FBti0062660	gypsy7	gypsy	LTR	LTR	RNA	0
GYPSY7	gypsy7	gypsy	LTR	LTR	RNA	0
FBti0059906	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0059908	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0059995	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0060011	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0060012	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0060013	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0060050	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0060155	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0060156	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0060378	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0060415	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0060903	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0060919	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0060971	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0061016	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0061017	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0061019	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0061020	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0061021	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0061022	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0061023	gypsy8	gypsy	LTR	LTR	RNA	0
FBti0061025	gypsy8	gypsy	LTR	LTR	RNA	0
